time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),surface_pressure (hPa),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),is_day ()
2023-04-21T01:00,7.6,84,5.0,5.3,0.10,0.10,0.00,984.2,69,7.5,305,8.1,0.383,0
2023-04-21T02:00,6.6,86,4.5,4.4,0.40,0.40,0.00,983.9,100,6.1,332,7.7,0.387,0
2023-04-21T03:00,7.0,90,5.5,4.5,0.20,0.20,0.00,983.8,78,9.3,332,7.5,0.389,0
2023-04-21T04:00,6.1,92,5.0,4.0,0.00,0.00,0.00,983.9,38,5.9,313,7.2,0.388,1
2023-04-21T05:00,7.0,91,5.6,4.6,0.00,0.00,0.00,984.2,38,8.7,318,7.2,0.388,1
2023-04-21T06:00,9.3,86,7.1,7.1,0.00,0.00,0.00,984.8,39,9.3,344,8.0,0.388,1
2023-04-21T07:00,11.6,77,7.7,9.8,0.00,0.00,0.00,985.2,42,8.6,345,9.3,0.387,1
2023-04-21T08:00,13.6,69,8.1,11.9,0.00,0.00,0.00,985.3,51,7.7,349,10.8,0.386,1
2023-04-21T09:00,15.2,63,8.3,14.5,0.00,0.00,0.00,985.2,58,4.2,340,12.3,0.385,1
2023-04-21T10:00,16.6,58,8.2,16.9,0.00,0.00,0.00,984.8,34,1.6,63,13.8,0.384,1
2023-04-21T11:00,17.2,56,8.3,17.6,0.00,0.00,0.00,984.6,52,3.4,108,14.9,0.382,1
2023-04-21T12:00,16.9,54,7.5,16.7,0.10,0.10,0.00,984.1,64,3.8,49,15.4,0.378,1
2023-04-21T13:00,17.5,50,7.1,16.4,0.00,0.00,0.00,983.3,62,2.6,74,15.8,0.376,1
2023-04-21T14:00,15.0,69,9.4,13.2,0.50,0.50,0.00,983.6,100,11.6,196,15.3,0.380,1
2023-04-21T15:00,15.0,70,9.5,13.8,0.00,0.00,0.00,983.1,48,7.1,255,14.9,0.379,1
2023-04-21T16:00,14.6,67,8.6,13.2,0.00,0.00,0.00,982.8,35,6.9,313,14.2,0.379,1
2023-04-21T17:00,13.9,72,9.0,12.7,0.00,0.00,0.00,982.9,37,6.1,320,13.6,0.379,1
2023-04-21T18:00,11.7,79,8.2,10.1,0.00,0.00,0.00,982.8,52,7.4,313,12.3,0.378,0
2023-04-21T19:00,10.0,86,7.8,8.5,0.00,0.00,0.00,983.1,3,6.3,294,11.1,0.378,0
2023-04-21T20:00,8.2,94,7.3,6.8,0.00,0.00,0.00,983.0,0,4.3,312,10.3,0.378,0
2023-04-21T21:00,7.7,92,6.5,5.9,0.00,0.00,0.00,983.0,0,5.9,308,9.6,0.378,0
2023-04-21T22:00,7.7,90,6.1,5.6,0.00,0.00,0.00,983.2,1,7.6,295,9.1,0.378,0
2023-04-21T23:00,7.7,87,5.6,5.9,0.00,0.00,0.00,983.4,2,5.0,291,8.7,0.378,0
2023-04-22T00:00,8.6,81,5.5,6.9,0.00,0.00,0.00,983.1,7,3.7,331,7.1,0.377,0
2023-04-22T01:00,8.3,80,5.1,6.7,0.00,0.00,0.00,983.0,5,3.1,315,6.9,0.377,0
2023-04-22T02:00,8.2,80,4.9,6.6,0.00,0.00,0.00,983.0,10,1.8,259,6.7,0.377,0
2023-04-22T03:00,8.0,80,4.8,6.5,0.00,0.00,0.00,982.8,12,1.6,297,6.4,0.376,0
2023-04-22T04:00,7.4,83,4.8,6.0,0.00,0.00,0.00,982.9,9,0.8,333,6.1,0.376,1
2023-04-22T05:00,6.9,89,5.2,5.5,0.00,0.00,0.00,983.1,0,1.1,342,6.3,0.376,1
2023-04-22T06:00,9.5,84,6.9,8.3,0.00,0.00,0.00,983.5,0,2.4,63,7.6,0.376,1
2023-04-22T07:00,12.3,76,8.1,11.4,0.00,0.00,0.00,983.9,0,2.5,82,9.3,0.376,1
2023-04-22T08:00,15.1,67,9.0,14.1,0.00,0.00,0.00,984.0,3,4.6,135,11.1,0.375,1
2023-04-22T09:00,17.2,53,7.5,15.7,0.00,0.00,0.00,983.7,15,9.7,176,12.8,0.373,1
2023-04-22T10:00,18.1,47,6.7,16.4,0.00,0.00,0.00,983.3,10,12.3,177,14.0,0.372,1
2023-04-22T11:00,18.7,44,6.4,17.0,0.00,0.00,0.00,983.0,24,12.6,182,15.0,0.370,1
2023-04-22T12:00,19.1,44,6.7,17.2,0.00,0.00,0.00,982.6,10,11.2,180,15.4,0.371,1
2023-04-22T13:00,19.5,43,6.7,17.7,0.00,0.00,0.00,982.2,10,11.2,180,16.0,0.370,1
2023-04-22T14:00,19.5,44,6.9,17.4,0.00,0.00,0.00,981.7,12,11.3,171,16.3,0.368,1
2023-04-22T15:00,19.0,46,7.1,16.6,0.00,0.00,0.00,981.5,14,11.3,163,16.2,0.367,1
2023-04-22T16:00,18.3,52,8.2,16.5,0.00,0.00,0.00,981.2,10,9.2,154,15.8,0.366,1
2023-04-22T17:00,16.5,60,8.6,14.7,0.00,0.00,0.00,981.1,8,9.6,160,15.0,0.366,1
2023-04-22T18:00,14.2,67,8.1,12.2,0.00,0.00,0.00,981.1,4,9.9,170,13.8,0.366,0
2023-04-22T19:00,12.6,74,8.0,10.8,0.00,0.00,0.00,981.5,3,8.1,193,12.7,0.366,0
2023-04-22T20:00,11.2,78,7.5,9.5,0.00,0.00,0.00,981.5,2,7.2,198,11.6,0.366,0
2023-04-22T21:00,10.3,79,6.9,8.4,0.00,0.00,0.00,981.5,0,7.6,199,10.7,0.366,0
2023-04-22T22:00,9.7,81,6.6,7.4,0.00,0.00,0.00,981.4,22,9.4,187,10.1,0.366,0
2023-04-22T23:00,9.4,82,6.5,6.9,0.00,0.00,0.00,981.5,20,10.4,182,9.7,0.366,0
2023-04-23T00:00,9.2,83,6.4,7.1,0.00,0.00,0.00,980.5,8,8.0,190,9.2,0.361,0
2023-04-23T01:00,8.0,87,6.0,5.7,0.00,0.00,0.00,980.1,20,8.7,222,8.8,0.361,0
2023-04-23T02:00,9.3,80,6.0,7.7,0.00,0.00,0.00,980.4,28,3.6,264,8.3,0.362,0
2023-04-23T03:00,8.9,81,5.8,7.7,0.00,0.00,0.00,980.3,10,0.5,315,7.9,0.362,0
2023-04-23T04:00,8.1,85,5.7,6.9,0.00,0.00,0.00,980.4,11,0.8,297,7.5,0.362,1
2023-04-23T05:00,7.8,89,6.0,6.6,0.00,0.00,0.00,980.4,5,1.1,342,7.6,0.362,1
2023-04-23T06:00,10.0,84,7.5,9.1,0.00,0.00,0.00,980.7,4,2.1,121,8.7,0.362,1
2023-04-23T07:00,13.1,75,8.7,12.3,0.00,0.00,0.00,980.8,9,2.6,164,10.3,0.361,1
2023-04-23T08:00,16.1,68,10.1,14.9,0.00,0.00,0.00,980.8,14,8.0,175,12.0,0.361,1
2023-04-23T09:00,18.4,59,10.1,17.1,0.00,0.00,0.00,980.5,19,13.0,183,13.7,0.359,1
2023-04-23T10:00,19.7,54,10.0,18.3,0.00,0.00,0.00,980.1,46,17.1,187,15.1,0.358,1
2023-04-23T11:00,20.2,50,9.6,18.3,0.00,0.00,0.00,979.8,82,18.1,197,16.0,0.356,1
2023-04-23T12:00,19.7,51,9.2,17.6,0.00,0.00,0.00,979.5,76,16.4,206,16.6,0.348,1
2023-04-23T13:00,19.8,51,9.3,17.5,0.00,0.00,0.00,979.0,69,14.6,196,16.6,0.347,1
2023-04-23T14:00,20.1,48,8.8,17.7,0.00,0.00,0.00,978.3,52,14.3,198,16.7,0.346,1
2023-04-23T15:00,19.7,49,8.7,17.2,0.00,0.00,0.00,978.0,34,14.8,194,16.6,0.345,1
2023-04-23T16:00,18.9,53,9.1,16.7,0.00,0.00,0.00,977.8,48,13.4,185,16.2,0.345,1
2023-04-23T17:00,17.3,58,8.9,15.2,0.00,0.00,0.00,977.5,65,12.6,185,15.6,0.345,1
2023-04-23T18:00,15.5,63,8.5,13.6,0.00,0.00,0.00,977.3,23,10.6,190,14.7,0.345,0
2023-04-23T19:00,14.3,66,8.0,12.1,0.00,0.00,0.00,977.5,37,11.1,193,13.7,0.345,0
2023-04-23T20:00,13.1,71,7.9,10.8,0.00,0.00,0.00,977.2,31,12.0,201,13.0,0.345,0
2023-04-23T21:00,12.4,72,7.5,9.9,0.00,0.00,0.00,976.9,30,12.7,195,12.4,0.345,0
2023-04-23T22:00,11.8,73,7.1,9.1,0.00,0.00,0.00,976.7,3,13.5,189,12.0,0.346,0
2023-04-23T23:00,11.1,74,6.6,8.5,0.00,0.00,0.00,976.2,24,12.2,194,11.5,0.346,0
2023-04-24T00:00,11.9,69,6.3,8.7,0.00,0.00,0.00,975.4,24,14.9,200,14.0,0.338,0
2023-04-24T01:00,11.8,68,6.1,8.9,0.00,0.00,0.00,974.9,55,12.7,195,12.9,0.338,0
2023-04-24T02:00,11.2,71,6.2,8.4,0.00,0.00,0.00,974.4,89,12.1,192,12.2,0.338,0
2023-04-24T03:00,11.1,72,6.3,8.2,0.00,0.00,0.00,974.0,90,13.2,202,11.7,0.339,0
2023-04-24T04:00,10.8,75,6.5,8.4,0.00,0.00,0.00,974.0,74,10.3,209,11.4,0.339,1
2023-04-24T05:00,11.2,78,7.5,9.6,0.00,0.00,0.00,974.5,83,6.7,216,11.3,0.340,1
2023-04-24T06:00,12.6,78,8.9,11.1,0.00,0.00,0.00,975.0,74,8.0,198,11.7,0.340,1
2023-04-24T07:00,14.6,71,9.4,13.4,0.00,0.00,0.00,975.3,89,7.4,194,12.6,0.340,1
2023-04-24T08:00,15.4,64,8.6,14.1,0.00,0.00,0.00,975.5,100,6.7,216,13.7,0.339,1
2023-04-24T09:00,13.9,74,9.3,13.5,0.30,0.30,0.00,975.8,91,1.5,194,13.7,0.342,1
2023-04-24T10:00,13.3,80,10.0,12.6,0.40,0.40,0.00,975.7,100,4.3,312,13.7,0.345,1
2023-04-24T11:00,12.9,82,9.9,11.0,0.60,0.60,0.00,975.7,91,13.0,314,13.5,0.350,1
2023-04-24T12:00,12.8,83,9.9,11.0,0.20,0.20,0.00,976.0,100,12.1,307,13.2,0.429,1
2023-04-24T13:00,12.6,89,10.8,11.1,1.30,1.30,0.00,975.5,87,11.9,346,12.8,0.428,1
2023-04-24T14:00,13.0,80,9.6,11.3,0.10,0.10,0.00,975.3,100,11.2,345,12.7,0.420,1
2023-04-24T15:00,12.4,82,9.4,10.4,0.20,0.20,0.00,975.3,91,12.6,2,12.4,0.415,1
2023-04-24T16:00,12.0,83,9.2,10.6,0.40,0.40,0.00,975.6,100,7.6,25,12.0,0.413,1
2023-04-24T17:00,11.5,90,9.8,11.0,0.30,0.30,0.00,975.6,100,2.9,360,11.7,0.412,1
2023-04-24T18:00,10.9,91,9.5,9.9,0.20,0.20,0.00,976.2,100,5.5,281,11.3,0.410,0
2023-04-24T19:00,10.4,93,9.3,9.6,0.10,0.10,0.00,977.1,96,3.6,276,10.8,0.409,0
2023-04-24T20:00,10.0,94,9.1,9.2,0.00,0.00,0.00,977.5,90,3.6,270,10.5,0.406,0
2023-04-24T21:00,9.8,93,8.7,8.8,0.00,0.00,0.00,977.6,90,4.4,279,10.2,0.404,0
2023-04-24T22:00,9.6,90,8.0,8.3,0.00,0.00,0.00,977.8,90,5.2,295,10.0,0.402,0
2023-04-24T23:00,9.3,92,8.0,8.0,0.10,0.10,0.00,977.8,90,5.1,274,9.7,0.401,0
2023-04-25T00:00,9.1,93,8.0,7.5,0.00,0.00,0.00,977.7,90,7.1,204,9.9,0.407,0
2023-04-25T01:00,9.0,93,8.0,7.4,0.20,0.20,0.00,977.4,76,7.3,200,9.6,0.407,0
2023-04-25T02:00,8.1,94,7.2,6.7,0.00,0.00,0.00,977.3,53,4.6,225,9.2,0.405,0
2023-04-25T03:00,7.4,95,6.6,5.8,0.00,0.00,0.00,977.2,5,4.6,288,8.7,0.403,0
2023-04-25T04:00,6.9,92,5.7,4.9,0.00,0.00,0.00,977.2,1,6.6,299,8.1,0.401,1
2023-04-25T05:00,7.0,92,5.8,5.2,0.00,0.00,0.00,977.4,0,5.1,274,7.8,0.399,1
2023-04-25T06:00,9.8,94,8.9,9.2,0.00,0.00,0.00,977.8,0,2.0,225,8.9,0.398,1
2023-04-25T07:00,11.8,76,7.7,11.1,0.00,0.00,0.00,978.0,0,0.5,135,10.5,0.397,1
2023-04-25T08:00,13.2,60,5.7,11.9,0.00,0.00,0.00,977.8,24,1.3,304,12.0,0.395,1
2023-04-25T09:00,14.3,47,3.2,13.1,0.00,0.00,0.00,977.7,27,2.6,326,13.2,0.394,1
2023-04-25T10:00,15.2,42,2.4,14.4,0.00,0.00,0.00,977.6,77,1.9,338,14.3,0.391,1
2023-04-25T11:00,15.5,40,1.9,14.3,0.00,0.00,0.00,977.1,89,1.8,217,15.0,0.389,1
2023-04-25T12:00,15.4,36,0.3,12.5,0.00,0.00,0.00,976.5,89,5.8,240,15.4,0.386,1
2023-04-25T13:00,15.9,36,0.7,13.6,0.00,0.00,0.00,976.0,90,4.0,280,15.6,0.384,1
2023-04-25T14:00,15.9,38,1.4,12.8,0.00,0.00,0.00,976.0,89,8.3,326,15.5,0.382,1
2023-04-25T15:00,13.2,56,4.6,9.1,0.00,0.00,0.00,976.6,92,18.7,322,14.7,0.381,1
2023-04-25T16:00,12.0,64,5.4,9.6,0.00,0.00,0.00,976.3,88,8.4,329,13.7,0.381,1
2023-04-25T17:00,11.5,70,6.1,9.5,0.00,0.00,0.00,976.4,88,6.9,313,12.9,0.380,1
2023-04-25T18:00,10.0,73,5.4,7.7,0.00,0.00,0.00,977.1,84,8.4,317,11.9,0.380,0
2023-04-25T19:00,9.5,74,5.1,7.0,0.00,0.00,0.00,978.0,37,8.4,329,11.1,0.379,0
2023-04-25T20:00,9.4,69,4.1,6.3,0.00,0.00,0.00,979.3,63,11.8,333,10.5,0.379,0
2023-04-25T21:00,9.3,62,2.3,5.7,0.00,0.00,0.00,979.8,60,12.4,338,10.2,0.379,0
2023-04-25T22:00,8.2,67,2.4,5.1,0.00,0.00,0.00,980.4,27,9.5,335,9.7,0.378,0
2023-04-25T23:00,7.2,71,2.3,4.1,0.00,0.00,0.00,981.0,40,9.7,329,9.1,0.378,0
2023-04-26T00:00,6.3,77,2.6,3.5,0.00,0.00,0.00,981.0,47,7.6,341,8.7,0.372,0
2023-04-26T01:00,5.9,79,2.6,3.1,0.00,0.00,0.00,981.3,21,7.3,327,8.2,0.372,0
2023-04-26T02:00,5.4,80,2.2,2.4,0.00,0.00,0.00,981.8,21,8.8,325,7.6,0.372,0
2023-04-26T03:00,4.9,82,2.0,2.0,0.00,0.00,0.00,982.0,9,7.4,346,7.1,0.372,0
2023-04-26T04:00,4.0,86,2.0,1.5,0.00,0.00,0.00,982.4,10,5.2,348,6.5,0.372,1
2023-04-26T05:00,5.0,85,2.6,2.6,0.00,0.00,0.00,983.5,32,4.4,351,6.6,0.372,1
2023-04-26T06:00,7.3,78,3.6,5.6,0.00,0.00,0.00,984.3,2,1.1,18,7.5,0.372,1
2023-04-26T07:00,9.3,71,4.3,7.5,0.00,0.00,0.00,984.6,10,2.7,23,8.9,0.371,1
2023-04-26T08:00,10.4,61,3.2,7.5,0.10,0.10,0.00,984.6,35,9.4,358,10.1,0.371,1
2023-04-26T09:00,11.8,50,1.6,8.6,0.00,0.00,0.00,984.7,45,10.4,2,11.1,0.370,1
2023-04-26T10:00,13.2,44,1.2,10.8,0.00,0.00,0.00,984.3,51,10.1,360,12.3,0.369,1
2023-04-26T11:00,13.9,40,0.6,11.2,0.00,0.00,0.00,984.0,24,11.3,353,13.2,0.368,1
2023-04-26T12:00,12.8,52,3.1,11.7,0.00,0.00,0.00,984.2,36,1.1,90,13.4,0.368,1
2023-04-26T13:00,13.2,53,4.0,11.7,0.00,0.00,0.00,984.0,51,0.8,63,13.9,0.367,1
2023-04-26T14:00,13.3,53,3.8,11.3,0.00,0.00,0.00,983.9,27,3.6,53,14.0,0.367,1
2023-04-26T15:00,13.0,52,3.3,10.8,0.00,0.00,0.00,983.9,53,4.6,51,13.8,0.366,1
2023-04-26T16:00,12.5,53,3.3,10.0,0.00,0.00,0.00,983.9,20,6.4,128,13.4,0.365,1
2023-04-26T17:00,11.3,62,4.3,8.7,0.00,0.00,0.00,983.9,52,8.7,197,12.6,0.365,1
2023-04-26T18:00,9.7,77,5.8,7.7,0.00,0.00,0.00,984.3,50,6.1,140,11.6,0.365,0
2023-04-26T19:00,8.8,69,3.4,5.5,0.00,0.00,0.00,985.5,51,11.5,86,10.4,0.365,0
2023-04-26T20:00,7.3,66,1.5,4.4,0.00,0.00,0.00,986.2,18,6.8,93,9.6,0.365,0
2023-04-26T21:00,7.8,59,0.2,4.7,0.00,0.00,0.00,986.6,71,6.5,124,8.6,0.365,0
2023-04-26T22:00,7.8,59,0.3,5.5,0.00,0.00,0.00,987.1,63,1.6,243,7.9,0.365,0
2023-04-26T23:00,6.8,73,2.3,4.8,0.00,0.00,0.00,987.3,98,1.8,281,7.7,0.365,0
2023-04-27T00:00,8.4,61,1.2,6.3,0.00,0.00,0.00,987.4,57,1.4,360,8.0,0.369,0
2023-04-27T01:00,7.0,71,2.1,4.2,0.00,0.00,0.00,987.1,100,6.9,39,7.8,0.369,0
2023-04-27T02:00,6.9,73,2.4,4.4,0.00,0.00,0.00,987.3,100,5.0,60,7.9,0.368,0
2023-04-27T03:00,5.7,77,1.9,3.1,0.00,0.00,0.00,987.3,92,5.2,34,7.4,0.369,0
2023-04-27T04:00,4.9,84,2.4,2.5,0.00,0.00,0.00,987.6,56,4.6,39,7.0,0.368,1
2023-04-27T05:00,5.9,79,2.6,3.7,0.00,0.00,0.00,988.3,27,3.4,342,7.1,0.368,1
2023-04-27T06:00,7.8,70,2.6,5.7,0.00,0.00,0.00,989.1,12,2.3,18,7.9,0.368,1
2023-04-27T07:00,9.4,58,1.7,6.9,0.00,0.00,0.00,989.0,10,4.6,141,9.1,0.368,1
2023-04-27T08:00,10.8,55,2.1,8.2,0.00,0.00,0.00,989.0,0,5.1,135,10.4,0.367,1
2023-04-27T09:00,12.1,53,2.9,10.3,0.00,0.00,0.00,988.8,2,6.3,149,11.7,0.365,1
2023-04-27T10:00,13.4,53,4.0,12.6,0.00,0.00,0.00,988.3,42,4.8,153,12.9,0.364,1
2023-04-27T11:00,14.1,49,3.6,13.2,0.00,0.00,0.00,987.9,79,3.3,174,13.8,0.363,1
2023-04-27T12:00,14.3,49,3.8,12.2,0.00,0.00,0.00,987.8,12,4.3,114,14.1,0.365,1
2023-04-27T13:00,15.1,48,4.2,14.2,0.00,0.00,0.00,987.5,45,2.6,106,14.9,0.363,1
2023-04-27T14:00,15.0,48,4.1,13.2,0.00,0.00,0.00,987.4,80,2.5,82,15.0,0.362,1
2023-04-27T15:00,13.8,52,4.2,11.6,0.00,0.00,0.00,987.5,38,5.4,48,14.4,0.362,1
2023-04-27T16:00,13.4,54,4.3,11.4,0.00,0.00,0.00,987.8,100,4.5,346,13.8,0.361,1
2023-04-27T17:00,12.3,71,7.1,11.1,0.00,0.00,0.00,987.8,72,2.9,270,13.0,0.361,1
2023-04-27T18:00,11.1,84,8.5,10.3,0.00,0.00,0.00,988.0,17,2.1,239,12.2,0.361,1
2023-04-27T19:00,11.5,72,6.7,10.2,0.00,0.00,0.00,988.6,24,3.3,347,11.2,0.361,0
2023-04-27T20:00,10.2,73,5.6,8.0,0.00,0.00,0.00,989.0,65,7.1,60,10.3,0.362,0
2023-04-27T21:00,8.9,72,4.2,6.6,0.00,0.00,0.00,989.4,87,6.5,90,9.9,0.362,0
2023-04-27T22:00,8.3,73,3.8,6.0,0.00,0.00,0.00,989.6,100,5.7,108,9.5,0.362,0
2023-04-27T23:00,8.3,76,4.4,6.2,0.00,0.00,0.00,989.4,100,4.7,148,9.3,0.362,0
2023-04-28T00:00,7.9,75,3.8,6.2,0.00,0.00,0.00,988.7,22,1.5,315,8.3,0.353,0
2023-04-28T01:00,6.7,83,4.1,4.4,0.00,0.00,0.00,988.6,31,6.1,360,7.9,0.354,0
2023-04-28T02:00,5.2,90,3.7,3.1,0.00,0.00,0.00,988.4,61,3.7,349,7.4,0.354,0
2023-04-28T03:00,5.6,92,4.3,3.8,0.00,0.00,0.00,988.4,59,2.4,333,7.2,0.354,0
2023-04-28T04:00,5.9,89,4.3,4.0,0.00,0.00,0.00,988.3,65,3.4,122,6.9,0.355,1
2023-04-28T05:00,6.6,88,4.7,4.8,0.00,0.00,0.00,988.4,82,3.6,127,7.2,0.355,1
2023-04-28T06:00,8.6,83,5.8,7.0,0.00,0.00,0.00,988.7,86,4.2,149,8.1,0.355,1
2023-04-28T07:00,11.2,73,6.5,9.3,0.00,0.00,0.00,988.8,89,6.8,162,9.4,0.355,1
2023-04-28T08:00,13.1,64,6.4,10.7,0.00,0.00,0.00,988.5,87,9.9,170,10.6,0.354,1
2023-04-28T09:00,14.2,59,6.3,11.4,0.00,0.00,0.00,988.1,88,12.6,180,11.7,0.353,1
2023-04-28T10:00,15.5,57,7.0,13.2,0.00,0.00,0.00,987.8,83,13.7,183,12.9,0.352,1
2023-04-28T11:00,16.5,54,7.1,14.1,0.00,0.00,0.00,986.9,53,13.8,187,13.8,0.351,1
2023-04-28T12:00,17.2,49,6.5,14.8,0.00,0.00,0.00,985.6,100,10.8,210,13.7,0.350,1
2023-04-28T13:00,17.3,45,5.3,14.4,0.00,0.00,0.00,985.2,100,11.8,203,14.0,0.349,1
2023-04-28T14:00,16.0,56,7.3,12.9,0.00,0.00,0.00,984.6,100,16.4,209,14.0,0.348,1
2023-04-28T15:00,15.8,56,6.9,13.0,0.00,0.00,0.00,984.6,93,13.3,213,13.9,0.348,1
2023-04-28T16:00,14.1,61,6.8,11.7,0.20,0.20,0.00,984.1,94,10.3,205,13.3,0.350,1
2023-04-28T17:00,12.8,69,7.3,10.8,0.40,0.40,0.00,983.8,65,8.6,202,12.5,0.353,1
2023-04-28T18:00,10.9,79,7.4,9.2,0.00,0.00,0.00,983.6,83,6.5,214,11.6,0.353,1
2023-04-28T19:00,11.3,77,7.5,9.4,0.00,0.00,0.00,983.4,82,8.4,200,11.0,0.353,0
2023-04-28T20:00,10.7,81,7.6,9.1,0.00,0.00,0.00,983.2,88,6.6,209,10.6,0.353,0
2023-04-28T21:00,8.9,89,7.2,7.2,0.00,0.00,0.00,982.8,54,6.9,223,10.1,0.353,0
2023-04-28T22:00,8.0,92,6.8,6.3,0.00,0.00,0.00,982.5,73,5.4,233,9.6,0.353,0
2023-04-28T23:00,6.7,96,6.1,5.4,0.00,0.00,0.00,982.3,46,2.1,301,9.0,0.353,0
2023-04-29T00:00,8.1,95,7.3,6.4,0.00,0.00,0.00,982.6,89,6.6,315,9.8,0.347,0
2023-04-29T01:00,8.7,94,7.9,7.4,0.10,0.10,0.00,982.2,97,5.5,302,9.5,0.349,0
2023-04-29T02:00,8.2,95,7.4,7.0,0.00,0.00,0.00,982.1,66,3.3,229,9.2,0.349,0
2023-04-29T03:00,8.0,94,7.1,6.5,0.00,0.00,0.00,982.0,56,5.4,222,8.8,0.349,0
2023-04-29T04:00,8.5,91,7.0,7.5,0.00,0.00,0.00,982.1,50,1.1,270,8.7,0.349,1
2023-04-29T05:00,9.3,89,7.6,8.4,0.00,0.00,0.00,982.5,51,1.8,307,8.9,0.349,1
2023-04-29T06:00,10.7,89,8.9,10.3,0.00,0.00,0.00,982.7,30,1.1,288,9.6,0.349,1
2023-04-29T07:00,13.0,82,10.0,12.9,0.00,0.00,0.00,983.0,30,1.1,180,11.1,0.349,1
2023-04-29T08:00,15.0,73,10.2,14.5,0.00,0.00,0.00,983.4,30,3.3,186,12.5,0.349,1
2023-04-29T09:00,16.5,65,9.9,15.7,0.00,0.00,0.00,983.5,30,4.9,163,13.7,0.348,1
2023-04-29T10:00,18.0,59,9.9,17.9,0.00,0.00,0.00,983.3,2,6.7,164,15.0,0.347,1
2023-04-29T11:00,19.3,54,9.8,19.4,0.00,0.00,0.00,982.9,15,8.8,171,16.2,0.345,1
2023-04-29T12:00,20.2,49,9.1,20.5,0.00,0.00,0.00,982.3,15,6.1,152,16.6,0.341,1
2023-04-29T13:00,21.1,48,9.6,21.1,0.00,0.00,0.00,982.0,53,5.0,201,17.4,0.340,1
2023-04-29T14:00,17.8,67,11.6,17.4,1.70,1.70,0.00,982.0,17,7.8,257,17.4,0.357,1
2023-04-29T15:00,18.2,60,10.3,18.0,0.00,0.00,0.00,981.5,22,1.8,79,17.1,0.356,1
2023-04-29T16:00,18.1,64,11.2,17.8,0.00,0.00,0.00,981.6,8,4.7,58,16.7,0.356,1
2023-04-29T17:00,17.2,70,11.7,17.6,0.00,0.00,0.00,982.0,23,0.8,243,16.0,0.355,1
2023-04-29T18:00,13.5,89,11.8,12.6,1.60,1.60,0.00,983.4,77,9.7,4,14.7,0.374,1
2023-04-29T19:00,14.1,84,11.3,13.8,0.20,0.20,0.00,983.6,36,4.3,355,13.5,0.375,0
2023-04-29T20:00,12.1,94,11.2,10.6,0.00,0.00,0.00,984.9,87,12.6,3,12.6,0.375,0
2023-04-29T21:00,11.0,96,10.5,10.6,0.00,0.00,0.00,984.2,34,3.6,270,12.0,0.374,0
2023-04-29T22:00,9.8,97,9.4,8.8,0.00,0.00,0.00,984.2,12,5.4,323,11.3,0.373,0
2023-04-29T23:00,9.8,97,9.4,8.3,0.00,0.00,0.00,984.3,3,9.1,326,10.7,0.373,0
2023-04-30T00:00,10.6,96,10.0,8.5,0.00,0.00,0.00,984.8,63,14.0,316,12.0,0.341,0
2023-04-30T01:00,10.5,96,10.0,9.8,0.10,0.10,0.00,984.9,45,5.1,8,11.5,0.342,0
2023-04-30T02:00,10.3,97,9.8,8.6,0.20,0.20,0.00,985.6,87,11.2,320,11.0,0.345,0
2023-04-30T03:00,10.0,95,9.3,9.2,0.20,0.20,0.00,985.5,54,4.6,309,10.6,0.348,0
2023-04-30T04:00,9.8,97,9.3,8.7,0.00,0.00,0.00,986.0,51,6.6,347,10.2,0.348,1
2023-04-30T05:00,10.2,97,9.8,9.0,0.00,0.00,0.00,986.8,74,7.7,349,10.3,0.348,1
2023-04-30T06:00,11.7,94,10.7,10.8,0.30,0.30,0.00,987.4,100,7.4,331,11.1,0.351,1
2023-04-30T07:00,12.8,86,10.6,12.0,0.10,0.10,0.00,987.6,45,6.5,357,12.1,0.352,1
2023-04-30T08:00,14.0,74,9.5,12.1,0.00,0.00,0.00,987.8,14,12.0,9,13.1,0.351,1
2023-04-30T09:00,15.4,61,7.9,13.1,0.10,0.10,0.00,988.0,34,14.3,18,14.0,0.351,1
2023-04-30T10:00,16.5,54,7.1,14.1,0.00,0.00,0.00,987.7,29,14.7,25,14.9,0.349,1
2023-04-30T11:00,17.1,50,6.7,14.7,0.00,0.00,0.00,987.4,100,14.3,25,15.6,0.348,1
2023-04-30T12:00,16.9,48,6.0,14.8,0.00,0.00,0.00,987.3,55,11.6,30,16.0,0.337,1
2023-04-30T13:00,17.4,47,5.9,14.8,0.00,0.00,0.00,986.8,89,11.2,33,16.3,0.336,1
2023-04-30T14:00,16.9,47,5.7,13.8,0.00,0.00,0.00,986.5,89,14.0,46,16.2,0.335,1
2023-04-30T15:00,16.6,47,5.2,13.6,0.00,0.00,0.00,986.2,1,12.5,51,16.0,0.334,1
2023-04-30T16:00,16.0,48,5.0,13.1,0.00,0.00,0.00,986.3,7,11.0,58,15.6,0.333,1
2023-04-30T17:00,14.6,55,5.7,12.1,0.00,0.00,0.00,986.3,21,9.3,54,14.9,0.332,1
2023-04-30T18:00,12.0,69,6.5,10.2,0.00,0.00,0.00,986.7,13,6.1,50,13.7,0.332,1
